Date,Fridge_Temperature,Dishwasher_Temperature,Freezer_Temperature,EnergyConsumption,Pressure,Variant
2024-01-01 00:00:00,0.6049979894759403,79.79014245903369,-14.77893918359393,1.8930101275893387,73.02101665736646,Control
2024-01-01 00:01:00,7.53742778915314,77.88520709648644,-16.47218609522211,4.484868265085136,69.23559003173365,Control
2024-01-01 00:02:00,5.380446443689787,80.24306561430207,-20.486345514265217,4.909975178746157,71.39429383967462,Control
2024-01-01 00:03:00,4.240751006646333,82.86908956922407,-18.423732822022227,3.506186478676562,74.34313996207626,Control
2024-01-01 00:04:00,6.714316776846577,77.59753987583,-17.088240243059513,5.517807384109363,68.1407506146369,Control
2024-01-01 00:05:00,8.049277192965512,77.59758912915245,-21.08768190572234,1.5109130614942825,69.23436222474646,Control
2024-01-01 00:06:00,-0.6038231389757831,83.03763844652217,-18.5170859740697,3.0760820433266893,76.36495834432786,Control
2024-01-01 00:07:00,5.868527299844143,80.60230418745873,-14.343008985469961,5.016322943803107,74.16177713605211,Control
2024-01-01 00:08:00,2.1467015783793055,76.89157684219514,-12.01808390713235,2.709200398974598,71.89869434544175,Control
2024-01-01 00:09:00,5.998221013597883,79.92768013075789,-17.558304257975653,4.2281743389183655,73.29033186156965,Control
2024-01-01 00:10:00,5.255854404749159,76.90974692156261,-14.030534937051705,2.3912877461587074,75.10825615302718,Control
2024-01-01 00:11:00,6.2714530528811,76.90281073928922,-22.042180211762403,2.2801488970366166,75.07535851865055,Control
2024-01-01 00:12:00,4.00150477101069,79.0258868146981,-14.321646276659166,2.7687749575142933,70.72749205787414,Control
2024-01-01 00:13:00,1.253519776361696,72.5601592660266,-18.711845244182445,2.5235053803303784,72.12684794937988,Control
2024-01-01 00:14:00,4.099263617486664,73.1252465024609,-15.377963149876091,2.3180893832943137,73.35966281058862,Control
2024-01-01 00:15:00,5.813695270279566,76.61313741227708,-17.04325725471913,3.5073311760731922,68.60393409872268,Control
2024-01-01 00:16:00,7.030784657350447,75.26150663899672,-12.338757970648498,1.3825089753398307,75.94469143488233,Control
2024-01-01 00:17:00,2.6563373990549497,79.24274199778581,-18.923306945019753,2.218200054528552,71.63503133556394,Control
2024-01-01 00:18:00,7.054120853746035,75.57592777343636,-14.417181107314507,2.9483761430044493,71.11524354896659,Control
2024-01-01 00:19:00,3.704255420706957,74.06308889599413,-17.1385223898896,2.075479672531875,75.61964303617854,Control
2024-01-01 00:20:00,5.724899763189053,82.69694630676466,-16.77491643402899,2.1664317703607985,68.99360784952609,Control
2024-01-01 00:21:00,3.9802120942687345,77.6226710985404,-16.85156167947763,4.496079548010993,68.32979069805171,Control
2024-01-01 00:22:00,5.364341255424203,78.50258461406376,-18.83701931348234,4.547879517393879,73.7540202633223,Control
2024-01-01 00:23:00,6.783755269140549,74.02575544135962,-16.342296897720015,4.7072468969430075,71.23402493208287,Control
2024-01-01 00:24:00,2.5459718454229283,76.66685182642445,-16.487944666365465,4.458185943440912,74.4215967941729,Control
2024-01-01 00:25:00,3.640188206506337,78.6327677691296,-15.576279254779813,2.7154083143956207,68.57577473682474,Control
2024-01-01 00:26:00,5.369925174684173,74.84701926773309,-16.046484562921414,1.131954133805308,71.22356000569725,Control
2024-01-01 00:27:00,9.803167322060705,79.42709405503702,-13.906016351163291,3.3397221131603385,69.97673178118734,Control
2024-01-01 00:28:00,3.273620575666344,76.49808393024358,-13.529474151857894,3.2101071941290336,74.21269487675143,Control
2024-01-01 00:29:00,9.080267771993839,77.42491875062017,-19.451869965483404,2.455291174514181,69.90822892758992,Control
2024-01-01 00:30:00,9.008846607350343,76.4948801633118,-13.693682498227687,2.450883743383079,71.84674081210458,Control
2024-01-01 00:31:00,4.805377698596818,83.85683455352681,-19.859009281329563,3.698414981202472,74.87857142954839,Control
2024-01-01 00:32:00,4.403694947600199,78.2595083257862,-14.536432335586795,3.744599408345044,75.68928049790155,Control
2024-01-01 00:33:00,3.6158696026706165,75.1268672131323,-14.440783645891395,3.0093655300383184,74.06988866679254,Control
2024-01-01 00:34:00,4.863594939334662,80.76763473630956,-22.033950674987512,3.971840532657135,71.60551865687681,Control
2024-01-01 00:35:00,2.186561134880884,74.63746905008693,-16.02106226041177,3.693601128883016,72.80468134783897,Control
